,Sr No,startup,vertical,city,investors,round,amount,year,state
4352,4353,Snack Amor,Healthcare,Mumbai,Dr Srinivas Chunduru,Undisclosed,0.0,2020,Maharashtra
4353,4354,SnackAmor,Healthcare,Mumbai,Undisclosed,Undisclosed,0.0,2020,Maharashtra
4354,4355,Snackible,Food,Mumbai,"Times Group, Lightspeed",Undisclosed,415.0,2020,Maharashtra
4355,4356,SOAL,Technology,Mumbai,"Krishnan Menon, Srinivas Kollipara",Undisclosed,83.0,2020,Maharashtra
4356,4357,SoOLEGAL,Technology,New Delhi,"Accel, Stellaris Venture Partners",Undisclosed,332.0,2020,Delhi
4357,4358,Soxytoes,Personal Care,New Delhi,Angel network,Undisclosed,0.0,2020,Delhi
4358,4359,Spaciya Consultants,Services,Noida,Alok Garg,Undisclosed,4.0,2020,Uttar Pradesh
4359,4360,SpeakIn,EdTech,Noida,Homage Ventures.,Undisclosed,0.0,2020,Uttar Pradesh
4360,4361,Specsmaker,Personal Care,Chennai,Eight Road Ventures,Undisclosed,25.0,2020,Tamil Nadu
4361,4362,Specsmakers,Personal Care,Chennai,Eight Roads Ventures,Undisclosed,249.0,2020,Tamil Nadu
4362,4363,Spinny,E-Commerce,Gurugram,"Nandan Nilekani, Sanjeev Aggarwal",Undisclosed,358.0,2020,Haryana
4363,4364,Spintly,Households,Goa,Saltwater Venture Sparks,Undisclosed,2.0,2020,Goa
4364,4365,Spoonshot,AI,Bengaluru,"SRI Capital, Techstars Farm to Fork Accelerator",Undisclosed,83.0,2020,Karnataka
4365,4366,Sprinng Foods,Food,Mumbai,"Mistletoe, Info Edge Asia",Undisclosed,0.0,2020,Maharashtra
4366,4367,Spyne,AI,Gurugram,"Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",Undisclosed,0.0,2020,Haryana
4367,4368,SquadStack,FinTech,Bengaluru,"Chiratae Ventures, Blume Ventures",Undisclosed,249.0,2020,Karnataka
4368,4369,Sreyas Holistic Remedies,Healthcare,Hyderabad,Blacksoil,Undisclosed,83.0,2020,Telangana
4369,4370,Stack Finance,Finance,Bengaluru,"SOSV, MOX (Mobile Only Accelerator)",Undisclosed,0.0,2020,Karnataka
4370,4371,STAGE,E-Commerce,Indore,Venture Catalysts,Undisclosed,83.0,2020,Madhya Pradesh
4371,4372,Stanplus,Logistics,Hyderabad,Pegasus FinInvest,Undisclosed,12.0,2020,Telangana
4372,4373,StayQrious,Education,Bengaluru,Y Combinator,Undisclosed,166.0,2020,Karnataka
4373,4374,Stepathlon Lifestyle,Healthcare,Mumbai,"Josh Liberman, Mark Adams",Undisclosed,0.0,2020,Maharashtra
4374,4375,Steradian Semiconductors,Electronics,Bengaluru,"AVANA Capital, Rebright Partners",Undisclosed,124.0,2020,Karnataka
4375,4376,Stones2milestones,EdTech,Gurugram,Mumbai Angels,Undisclosed,249.0,2020,Haryana
4376,4377,Strata,Real Estate,Bengaluru,"SAIF Partners, Mayfield India",Undisclosed,12.0,2020,Karnataka
4377,4378,Strata,Real Estate,Bengaluru,"Propstack, SAIF Partners",Undisclosed,1.0,2020,Karnataka
4378,4379,Stride Ventures,Finance,New Delhi,Jazal Group,Undisclosed,0.0,2020,Delhi
4379,4380,StyleDotMe,Personal Care,New Delhi,Survam Partners,Undisclosed,4.0,2020,Delhi
4380,4381,StyleNook,Personal Care,Mumbai,"Lead Angels Network, Stanford Angels",Undisclosed,0.0,2020,Maharashtra
4381,4382,SucSEED,AgriTech,Hyderabad,Undisclosed,Undisclosed,415.0,2020,Telangana
4382,4383,SucSEED,AgriTech,Hyderabad,"DR. Moti Vyas, Udit Goyal",Undisclosed,107.0,2020,Telangana
4383,4384,SUGAR cosmetics,Personal Care,Mumbai,"Citi Ventures, Illuminated Funds Group",Undisclosed,1490.0,2020,Maharashtra
4384,4385,SugarBox,Food,Mumbai,Zee Entertainment Enterprises Limited,Undisclosed,562.0,2020,Maharashtra
4385,4386,Sunday,E-Commerce,Bengaluru,"SCB 10X, LINE Ventures",Undisclosed,90.0,2020,Karnataka
4386,4387,Suno India,Media,Secunderabad,Shobu Yarlagadda,Undisclosed,0.0,2020,Telangana
4387,4388,Sunstone Eduversity,AI,Gurugram,Prime Venture Partners,Undisclosed,249.0,2020,Haryana
4388,4389,Super Surfaces,Households,Hyderabad,Vishnu Reddy,Undisclosed,1.0,2020,Telangana
4389,4390,SuperMoney,FinTech,Mumbai,Unitus Ventures.,Undisclosed,8.0,2020,Maharashtra
4390,4391,Supplynote,Logistics,Noida,Artha Venture,Undisclosed,42.0,2020,Uttar Pradesh
4391,4392,Suryoday,FinTech,Mumbai,"Gaja Capital, Kotak Life, Lok Capital",Undisclosed,66.0,2020,Maharashtra
4392,4393,Svami,Food,Mumbai,9Unicorns,Undisclosed,0.0,2020,Maharashtra
4393,4394,Swiflearn,Healthcare,Gurugram,"Stellaris Venture Partners, Venture Highway",Undisclosed,0.0,2020,Haryana
4394,4395,Swiggy,Food,Bengaluru,Prosus N.V,Undisclosed,929.0,2020,Karnataka
4395,4396,Swiggy,Food,Bengaluru,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",Undisclosed,353.0,2020,Karnataka
4396,4397,Swipez,FinTech,Pune,"9Unicorns, Anicut",Undisclosed,0.0,2020,Maharashtra
4397,4398,TagMango,Services,Mumbai,"XRM Media, Kevin Lin",Undisclosed,42.0,2020,Maharashtra
4398,4399,TagZ Foods,EdTech,Bengaluru,"Katrina Kaif, Steadview Capital",Undisclosed,0.0,2020,Karnataka
4399,4400,Tamasha.live,Entertainment,Mumbai,IAN Fund,Undisclosed,83.0,2020,Maharashtra
4400,4401,Tango Eye,AI,Chennai,Real Estate Accelerator Program,Undisclosed,0.0,2020,Tamil Nadu
4401,4402,Tattva,Healthcare,New Delhi,"Sukhbir Singh, Rakhee Singal",Undisclosed,1.0,2020,Delhi
4402,4403,TaxBuddy.com,FinTech,Mumbai,Zenith Global,Undisclosed,83.0,2020,Maharashtra
4403,4404,Tea Trunk,Food,Goa,Angel investors,Undisclosed,0.0,2020,Goa
4404,4405,Teach Us,EdTech,Mumbai,Angel investors,Undisclosed,0.0,2020,Maharashtra
4405,4406,Teachmint,EdTech,Bengaluru,"Sequoia Capital India, Faering Capital",Undisclosed,4565.0,2020,Karnataka
4406,4407,Teachmint,EdTech,Bengaluru,Better Capital,Undisclosed,0.0,2020,Karnataka
4407,4408,TeaMonk,Food,Bengaluru,Titan Capital,Undisclosed,75.0,2020,Karnataka
4408,4409,Techbooze,SaaS,New Delhi,Space Capital,Undisclosed,11.0,2020,Delhi
4409,4410,TechnifyBiz,SaaS,New Delhi,"Omnivore, Insitor Impact Asia Fund",Undisclosed,2.0,2020,Delhi
4410,4411,Tekion,Automotive,Bengaluru,Anand Mahindra,Undisclosed,0.0,2020,Karnataka
4411,4412,Tesco Charge Zone,EV,Vadodara,Mumbai Angels Network,Undisclosed,0.0,2020,Gujarat
4412,4413,Tessol,Food,Mumbai,1Funds Domestic Scheme,Undisclosed,1.0,2020,Maharashtra
4413,4414,Testbook,EdTech,Mumbai,Iron Pillar,Undisclosed,6.0,2020,Maharashtra
4414,4415,Text Mercato,Content Creation,Bengaluru,1Crowd,Undisclosed,5.0,2020,Karnataka
4415,4416,The ePlane,Marketing,Chennai,Speciale Invest,Undisclosed,58.0,2020,Tamil Nadu
4416,4417,The Health company,Healthcare,Gurugram,"VCATS, First Cheque, 9Unicorns, Marquee investors",Undisclosed,28.0,2020,Haryana
4417,4418,The New Shop,FinTech,New Delhi,Huddle Accelerator,Undisclosed,581.0,2020,Delhi
4418,4419,Thrive,Food,Mumbai,"IBK Capital, SB Partners",Undisclosed,2328.0,2020,Maharashtra
4419,4420,ThriveFNC,Healthcare,Pune,Rajesh Ranavat,Undisclosed,0.0,2020,Maharashtra
4420,4421,Timios,AI,Bengaluru,Rangsons Technologies,Undisclosed,0.0,2020,Karnataka
4421,4422,Tinker Coders,Technology,Noida,STEMROBO Technologies,Undisclosed,423.0,2020,Uttar Pradesh
4422,4423,Toch,AgriTech,Mumbai,"Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures",Undisclosed,8.0,2020,Maharashtra
4423,4424,Toch,AgriTech,Mumbai,Inflection Point Ventures,Undisclosed,3.0,2020,Maharashtra
4424,4425,Toddle,EdTech,Bengaluru,Matrix Partners India,Undisclosed,0.0,2020,Karnataka
4425,4426,Toppeq,Food,Mumbai,Undisclosed,Undisclosed,0.0,2020,Maharashtra
4426,4427,Toppr,EdTech,Mumbai,"Kaizenvest, Foundation Holdings",Undisclosed,2905.0,2020,Maharashtra
4427,4428,Toppr,EdTech,Mumbai,Foundation Holdings,Undisclosed,384.0,2020,Maharashtra
4428,4429,Tracxn,Data Analytics,Bengaluru,"Saif partners, Accel partners, Sequoia capital",Undisclosed,4.0,2020,Karnataka
4429,4430,Traya,Healthcare,Mumbai,"Kia Ora Ventures, Pentathlon Ventures",Undisclosed,83.0,2020,Maharashtra
4430,4431,TREAD,Automotive,Bengaluru,"growX Ventures, Huddle (Incubator)",Undisclosed,91.0,2020,Karnataka
4431,4432,Treebo Hotels,Energy,Bengaluru,Foxhog Ventures,Undisclosed,83.0,2020,Karnataka
4432,4433,Trell,Social Media,Bengaluru,"KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch",Undisclosed,90.0,2020,Karnataka
4433,4434,Trell,Social Media,Bengaluru,"Sequoia’s Surge, Fosun RZ",Undisclosed,33.0,2020,Karnataka
4434,4435,Tribe Theory,Hospitality,Bengaluru,Tim Draper,Undisclosed,29.0,2020,Karnataka
4435,4436,Tricog,Healthcare,Bengaluru,"UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",Undisclosed,86.0,2020,Karnataka
4436,4437,Tring,Social Media,Mumbai,TVS Motor Company,Undisclosed,332.0,2020,Maharashtra
4437,4438,Tring,Social Media,Mumbai,"Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",Undisclosed,0.0,2020,Maharashtra
4438,4439,True Balance,Healthcare,Gurugram,"Pegasus Tech Ventures, Base Partners",Undisclosed,415.0,2020,Haryana
4439,4440,True Balance,Healthcare,Gurugram,Balancehero,Undisclosed,7.0,2020,Haryana
4440,4441,TrueFan,Social Media,Mumbai,"Mayfield India, Saama Capital, Ronnie Screwvala",Undisclosed,354.0,2020,Maharashtra
4441,4442,Trukky,Logistics,Ahmedabad,Mumbai Angels.,Undisclosed,0.0,2020,Gujarat
4442,4443,TrulyMadly Matchmakers,Dating,Gurugram,"AngelList, Inflection Point Ventures, The Chennai Angels",Undisclosed,1.0,2020,Haryana
4443,4444,TUBBR,Social Media,Chennai,"Abu Dhabi Investment Authority, GIC",Undisclosed,830.0,2020,Tamil Nadu
4444,4445,TurboHire,HR Tech,Hyderabad,"CP Ventures, Orios Venture Partners",Undisclosed,99.0,2020,Telangana
4445,4446,Turtlemint,Personal Care,Mumbai,"BASE, Gunosy Capital",Undisclosed,0.0,2020,Maharashtra
4446,4447,Uable,Communication,Bengaluru,3one4 Capital,Undisclosed,0.0,2020,Karnataka
4447,4448,Udacity,EdTech,New Delhi,"Menterra Venture Advisors, Emandi Sankara Rao",Undisclosed,166.0,2020,Delhi
4448,4449,uFony Services Pvt ltd,Media,Pune,Chennai Angels,Undisclosed,0.0,2020,Maharashtra
4449,4450,Ultraviolette Automotive,Automotive,Bengaluru,"Whiteboard Capital, VKG Ventures LLP.",Undisclosed,166.0,2020,Karnataka
4450,4451,Ultraviolette Automotive,Automotive,Bengaluru,TVS Motor Company,Undisclosed,33.0,2020,Karnataka
4451,4452,Umeed Housing,Real Estate,Gurugram,Morgan Stanley Private Equity Asia,Undisclosed,189.0,2020,Haryana
4452,4453,Unacademy,EdTech,Bengaluru,"Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",Undisclosed,902.0,2020,Karnataka
4453,4454,Unacademy,EdTech,Bengaluru,"Dragoneer Investment Group, Tiger Global Management",Undisclosed,0.0,2020,Karnataka
4454,4455,UnboxRobotics Labs,Robotics,Bengaluru,"Arali Ventures, CIIE.CO",Undisclosed,4.0,2020,Karnataka
4455,4456,Uni,FinTech,Mumbai,"Xseed Partners, InnoVen Capital",Undisclosed,141.0,2020,Maharashtra
4456,4457,Uniplatform Tech,SaaS,New Delhi,"Frontline Strategy Finds, SucSEED Venture Partners LLP",Undisclosed,0.0,2020,Delhi
4457,4458,Univ.ai,Education,Bengaluru,Kiran Mazumdar Shaw.,Undisclosed,0.0,2020,Karnataka
4458,4459,Univariety,EdTech,Hyderabad,Info Edge,Undisclosed,9.0,2020,Telangana
4459,4460,Universal Sportsbiz,Sports,Bengaluru,"DEG, KFW DEG",Undisclosed,390.0,2020,Karnataka
4460,4461,Universal Sportsbiz,Sports,Bengaluru,NB Ventures,Undisclosed,4.0,2020,Karnataka
4461,4462,Unnati,EdTech,Noida,Undisclosed,Undisclosed,915.0,2020,Uttar Pradesh
4462,4463,Unocoin,Consumer Internet,Bengaluru,"SenseAI Ventures, EvoNexus",Undisclosed,42.0,2020,Karnataka
4463,4464,Unotech,AI,Mumbai,Manish Choksi,Undisclosed,16.0,2020,Maharashtra
4464,4465,Uolo,EdTech,Bengaluru,"Sweta Rau, Archana Priyadarshini",Undisclosed,33.0,2020,Karnataka
4465,4466,UzhavarBumi,AgriTech,Kancheepuram,Angel Network,Undisclosed,0.0,2020,Tamil Nadu
4466,4467,Vahak,Transportation,Kolkata,"Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",Undisclosed,0.0,2020,West Bengal
4467,4468,Vakilsearch,Technology,Chennai,Sujeet Kumar,Undisclosed,0.0,2020,Tamil Nadu
4468,4469,Varthana,EdTech,Bengaluru,ChrysCapital,Undisclosed,123.0,2020,Karnataka
4469,4470,Vedantu,EdTech,Bengaluru,Coatue,Undisclosed,820.0,2020,Karnataka
4470,4471,Vedantu,EdTech,Bengaluru,Legend Capital,Undisclosed,103.0,2020,Karnataka
4471,4472,Vedantu,EdTech,Bengaluru,KB Global Platform Firm,Undisclosed,56.0,2020,Karnataka
4472,4473,Vedantu,FinTech,Bengaluru,GGV Capital,Undisclosed,197.0,2020,Karnataka
4473,4474,Vegrow,AgriTech,Bengaluru,"Matrix Partners India, Ankur Capital",Undisclosed,21.0,2020,Karnataka
4474,4475,Verloop,Services,Bengaluru,Alpha Wave incubation,Undisclosed,415.0,2020,Karnataka
4475,4476,Vernacular ai,Technology,Bengaluru,"Exfinity Ventures, IAN Fund",Undisclosed,42.0,2020,Karnataka
4476,4477,VerSe Innovation,Entertainment,Bengaluru,Google,Undisclosed,8300.0,2020,Karnataka
4477,4478,Vesta Space Technology,Healthcare,Pune,Undisclosed,Undisclosed,830.0,2020,Maharashtra
4478,4479,VestSpace,Logistics,Pune,Next Capital,Undisclosed,82.0,2020,Maharashtra
4479,4480,Vicara,Entertainment,Bengaluru,Undisclosed,Undisclosed,0.0,2020,Karnataka
4480,4481,Vieroots,Healthcare,Kochi,Suniel Shetty,Undisclosed,0.0,2020,Kerala
4481,4482,VilCart,E-Commerce,Bengaluru,"N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash",Undisclosed,0.0,2020,Karnataka
4482,4483,Virohan,Education,Gurugram,"Keiretsu Forum, Elea Foundation",Undisclosed,9.0,2020,Haryana
4483,4484,Virtual Forest,Electronics,Bengaluru,Napino Auto and Electronics Ltd,Undisclosed,0.0,2020,Karnataka
4484,4485,Vistaar Finance,Finance,Bengaluru,FMO,Undisclosed,2499.0,2020,Karnataka
4485,4486,VitalTech,EdTech,Chandigarh,"Indian Oil Corporation, Krishna Chakravarty",Undisclosed,17.0,2020,Chandigarh
4486,4487,Vivriti Capital,FinTech,Chennai,LGT Lightstone Aspada,Undisclosed,410.0,2020,Tamil Nadu
4487,4488,Vivriti Capital,FinTech,Chennai,"Aspada, Creation Investments Capital Management, LLC",Undisclosed,83.0,2020,Tamil Nadu
4488,4489,Vogo,Consumer Internet,Bengaluru,Lightstone Aspada,Undisclosed,287.0,2020,Karnataka
4489,4490,Vogo,Consumer Internet,Bengaluru,Lightstone Aspada,Undisclosed,164.0,2020,Karnataka
4490,4491,Voicezen,AI,Gurugram,Bharti Airtel,Undisclosed,0.0,2020,Haryana
4491,4492,Voosh,Food,Bengaluru,Better Capital,Undisclosed,0.0,2020,Karnataka
4492,4493,Wagonfly,Transportation,Bengaluru,Investment Trust of India,Undisclosed,4.0,2020,Karnataka
4493,4494,WakeFit,Households,Bengaluru,Sequoia Capital.,Undisclosed,1665.0,2020,Karnataka
4494,4495,Walrus,Construction,Bengaluru,Better Capital,Undisclosed,0.0,2020,Karnataka
4495,4496,Waycool,AgriTech,Chennai,LightBox Ventures,Undisclosed,262.0,2020,Tamil Nadu
4496,4497,Waycool,AgriTech,Chennai,Induslnd Bank,Undisclosed,45.0,2020,Tamil Nadu
4497,4498,WayCool,AgriTech,Chennai,"FMO, IndusInd Bank",Undisclosed,42.0,2020,Tamil Nadu
4498,4499,WayCool Foods,Food,Chennai,"FMO, IndusInd Bank",Undisclosed,647.0,2020,Tamil Nadu
4499,4500,WE-Hub,Finance,Hyderabad,Undisclosed,Undisclosed,0.0,2020,Telangana
4500,4501,wealthbucket,FinTech,New Delhi,Vinod khatumal,Pre-series A,24.75,2020,Delhi
4501,4502,WeInnovate Biosolutions,BioTech,Pune,Chiratae ventures,Undisclosed,0.0,2020,Maharashtra
4502,4503,Wellcure,Healthcare,Gurugram,Inflection Point Ventures,Undisclosed,2.0,2020,Haryana
4503,4504,Wellness Forever,Healthcare,Mumbai,India Accelerator,Undisclosed,0.0,2020,Maharashtra
4504,4505,Wellthy Therapeutics Pvt Ltd,Healthcare,Mumbai,Saama Capital,Undisclosed,33.0,2020,Maharashtra
4505,4506,Wellversed,Healthcare,New Delhi,Justdial,Undisclosed,0.0,2020,Delhi
4506,4507,Whatfix,Technology,Bengaluru,Sequoia Capital India,Undisclosed,262.0,2020,Karnataka
4507,4508,Winuall,EdTech,Bengaluru,"Ankit Bhati, Nitin Gupta",Undisclosed,0.0,2020,Karnataka
4508,4509,WinZO,Entertainment,New Delhi,"Makers Fund, Courtside Ventures",Undisclosed,1494.0,2020,Delhi
4509,4510,Winzo,Entertainment,New Delhi,Nexus Venture Partners and 23 High Networth Individuals (HNIs),Undisclosed,915.0,2020,Delhi
4510,4511,WizKlub,EdTech,Bengaluru,Incubate Fund India,Undisclosed,8.0,2020,Karnataka
4511,4512,Wobot Intelligence,Technology,New Delhi,Sequoia Capital India,Undisclosed,21.0,2020,Delhi
4512,4513,Wooden Street,E-Commerce,Jaipur,IAN Fund,Undisclosed,25.0,2020,Rajasthan
4513,4514,WoodenStreet,E-Commerce,Jaipur,"IAN Fund, Rajasthan Venture Capital Fund",Undisclosed,83.0,2020,Rajasthan
4514,4515,WorkIndia,Consumer Internet,Mumbai,Xiaomi,Undisclosed,49.0,2020,Maharashtra
4515,4516,WOW! MOMO,Food,Kolkata,"Syngenta Ventures, Walmart",Undisclosed,2499.0,2020,West Bengal
4516,4517,WYN Studio,Media,Gurugram,India Angel Fund,Undisclosed,0.0,2020,Haryana
4517,4518,Wysh,E-Commerce,Hyderabad,Kalaari Capital,Undisclosed,2.0,2020,Telangana
4518,4519,Xpressbees,Logistics,Pune,"LetsVenture, Jyotsna Bapat",Undisclosed,66.0,2020,Maharashtra
4519,4520,XpressBees,Logistics,Pune,Alibaba,Undisclosed,1.0,2020,Maharashtra
4520,4521,Xtracap,FinTech,Gurugram,Angel Investors,Undisclosed,8.0,2020,Haryana
4521,4522,Yap,FinTech,Chennai,BeeNext,Undisclosed,37.0,2020,Tamil Nadu
4522,4523,YAP,FinTech,Chennai,"Jitendra Gupta, Better Capital",Undisclosed,33.0,2020,Tamil Nadu
4523,4524,Yap,FinTech,Chennai,"Amrish Rau, Kunal Shah, Jitendra Gupta",Undisclosed,11.0,2020,Tamil Nadu
4524,4525,Yellow Classes,EdTech,Gurugram,India Quotient,Undisclosed,108.0,2020,Haryana
4525,4526,Yellow Messenger,AI,Bengaluru,"Lightspeed Venture Partners, Lightspeed India Partners.",Undisclosed,164.0,2020,Karnataka
4526,4527,Yolo,Healthcare,Gurugram,Nexus Venture Partners,Undisclosed,27.0,2020,Haryana
4527,4528,Yolo,Healthcare,Gurugram,Undisclosed,Undisclosed,5.0,2020,Haryana
4528,4529,Your MD,Healthcare,Hyderabad,Startup Basket.,Undisclosed,50.0,2020,Telangana
4529,4530,Yulu,Transportation,Bengaluru,Rocketship,Undisclosed,32.0,2020,Karnataka
4530,4531,Yumlane,Food,Mumbai,Jetty Ventures,Undisclosed,8.0,2020,Maharashtra
4531,4532,Zealthy,FinTech,Bengaluru,"KYT Ventures, First Cheque, AngelList",Undisclosed,0.0,2020,Karnataka
4532,4533,Zetwerk,Manufacturing,Bengaluru,Greenoaks,Undisclosed,172.0,2020,Karnataka
4533,4534,Zetwerk,Manufacturing,Bengaluru,InnoVen capital,Undisclosed,18.0,2020,Karnataka
4534,4535,Zimyo,HR Tech,Gurugram,"Abhishant Pant, Chiranth Patil",Undisclosed,124.0,2020,Haryana
4535,4536,Zimyo,HR Tech,Gurugram,Yatra Angel Network (YAN),Undisclosed,0.0,2020,Haryana
4536,4537,Zinier,AI,Bengaluru,ICONIQ Capital,Undisclosed,68.0,2020,Karnataka
4537,4538,ZipLoan,Consumer Internet,New Delhi,"Stride Ventures, Matrix Partners India",Undisclosed,249.0,2020,Delhi
4538,4539,ZipLoan,Consumer Internet,New Delhi,Stride Ventures,Undisclosed,16.0,2020,Delhi
4539,4540,Zolostays,Real Estate,Bengaluru,"Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",Undisclosed,459.0,2020,Karnataka
4540,4541,Zomato,Food,Gurugram,Kapil Dev,Undisclosed,4326.0,2020,Haryana
4541,4542,Zomato,Food,Gurugram,Ant financial,Private Equity,1237.5,2020,Haryana
4542,4543,Zomato,Food,Gurugram,"MacRitchie Investments, Baillie Gifford",Undisclosed,514.0,2020,Haryana
4543,4544,Zomato,Food,Gurugram,Pacific Horizon,Undisclosed,41.0,2020,Haryana
4544,4545,Zoomcar,Transportation,Bengaluru,Sony Innovation Fund,Undisclosed,22.0,2020,Karnataka
4545,4546,ZunRoof,Energy,Gurugram,Godrej Investments,Undisclosed,25.0,2020,Haryana
4546,4547,Zupee,Entertainment,Gurugram,Matrix Partners,Undisclosed,66.0,2020,Haryana
4547,4548,Zuper,E-Commerce,Chennai,"Gemba Capital, Gunderson Dettmer",Undisclosed,91.0,2020,Tamil Nadu
4548,4549,Zvesta,Logistics,Gurugram,Hindustan Media Ventures,Undisclosed,45.0,2020,Haryana
4549,4550,&ME,Food ,Bengaluru,Undisclosed,Seed,0.0,2021,Karnataka
4550,4551,1Crowd,Finance,Mumbai,Undisclosed,Angel,3.5,2021,Maharashtra
4551,4552,6Degree,Networking,Mumbai,Undisclosed,Seed,0.4,2021,Maharashtra
4552,4553,9stacks,Software,New Delhi,Undisclosed,Series A,28.0,2021,Delhi
4553,4554,Aarav Unmanned Systems,Delivery,Bengaluru,Undisclosed,Seed,0.0,2021,Karnataka
4554,4555,Aashiyaan,Finance,Kolkata,Undisclosed,Seed,13.5,2021,West Bengal
4555,4556,Aavas Financiers,Finance,Jaipur,Undisclosed,Post-IPO Debt,200.0,2021,Rajasthan
4556,4557,Acko,FinTech,Mumbai,Undisclosed,Series A,1.2,2021,Maharashtra
4557,4558,Adiuvo Diagnostics,Healthcare,Chennai,Undisclosed,Seed,0.0,2021,Tamil Nadu
4558,4559,AgNext Technologies,Agriculture,Mohali,Undisclosed,Series A,0.0,2021,Punjab
4559,4560,Agricxlab,AgriTech,Thane,Undisclosed,Seed,0.5,2021,Maharashtra
4560,4561,Aldopay,FinTech,Chennai,Undisclosed,Seed,0.2,2021,Tamil Nadu
4561,4562,alphaics Corporation,Cloud Tech,Bengaluru,Undisclosed,Seed,0.0,2021,Karnataka
4562,4563,Ambee,Healthcare,Bengaluru,Undisclosed,Angel,0.0,2021,Karnataka
4563,4564,Antariksh Waste Ventures Pvt ltd,IoT,Chennai,Undisclosed,Seed,0.5,2021,Tamil Nadu
4564,4565,Any time Doctor,Healthcare,Chennai,Undisclosed,Angel,0.0,2021,Tamil Nadu
4565,4566,APAC Financial Services,Finance,Mumbai,Undisclosed,Private Equity,250.0,2021,Maharashtra
4566,4567,AppWharf,AI,New Delhi,Undisclosed,Seed,0.0,2021,Delhi
4567,4568,Arogya MedTech,Healthcare,Kolkata,Undisclosed,Seed,1.5,2021,West Bengal
4568,4569,artbandhu,Media,Bengaluru,Undisclosed,Pre-Seed,0.11,2021,Karnataka
4569,4570,Articbot,AI,Kannur,Undisclosed,Grant,0.12,2021,Kerala
4570,4571,Arzooo,E-Commerce,Bengaluru,Undisclosed,Seed,1.5,2021,Karnataka
4571,4572,Asset Reconstruction Company (India) Ltd.,Finance,Mumbai,Undisclosed,Secondary Market,0.0,2021,Maharashtra
4572,4573,Asteria Aerospace,Aerospace,Bengaluru,Undisclosed,Seed,0.0,2021,Karnataka
4573,4574,AuthMetrik,Cybersecurity,Gurugram,Undisclosed,Grant,0.07,2021,Haryana
4574,4575,Avail Finance,FinTech,Bengaluru,Undisclosed,Series A,172.0,2021,Karnataka
